662:22:0:2:0:Não:Não:Sim:ativada:azul
380:4294881464:0:4294926330:0:Não:Não:Sim:ativada:azul
379:4294881464:0:4294926330:0:Não:Não:Sim:ativada:azul
378:4294881465:0:4294926330:0:Não:Não:Sim:ativada:azul
377:4294881465:0:4294926330:0:Não:Não:Sim:ativada:azul
376:4294881465:0:4294926330:0:Não:Não:Sim:ativada:azul
5:4294881465:0:4294926330:0:Não:Não:Não:ativada:Não identificada
362:4294844284:0:4294913662:0:Não:Não:Sim:ativada:azul
361:4294844284:0:4294913662:0:Não:Não:Sim:ativada:azul
360:4294844284:0:4294913662:0:Não:Não:Sim:ativada:azul
359:4294844284:0:4294913662:0:Não:Não:Sim:ativada:azul
358:4294844284:0:4294913662:0:Não:Não:Sim:ativada:azul
357:4294844284:0:4294913662:0:Não:Não:Sim:ativada:azul
2177:4294857420:0:4294914937:0:Sim:Não:Sim:ativada:Não identificada
343:4294844286:0:4294913662:0:Não:Não:Sim:ativada:azul
342:4294844286:0:4294913662:0:Não:Não:Sim:ativada:azul
341:4294844286:0:4294913662:0:Não:Não:Sim:ativada:azul
340:4294844286:0:4294913662:0:Não:Não:Sim:ativada:azul
339:4294844286:0:4294913662:0:Não:Não:Sim:ativada:azul
338:4294844286:0:4294913662:0:Não:Não:Sim:ativada:azul
324:4294844287:0:4294913662:0:Não:Não:Sim:ativada:azul
323:4294844287:0:4294913662:0:Não:Não:Sim:ativada:azul
322:4294844288:0:4294913662:0:Não:Não:Sim:ativada:azul
321:4294844288:0:4294913662:0:Não:Não:Sim:ativada:azul
320:4294844288:0:4294913662:0:Não:Não:Sim:ativada:azul
319:4294844288:0:4294913662:0:Não:Não:Sim:ativada:azul
305:4294844289:0:4294913663:0:Não:Não:Sim:ativada:azul
304:4294844289:0:4294913663:0:Não:Não:Sim:ativada:azul
303:4294844289:0:4294913663:0:Não:Não:Sim:ativada:azul
302:4294844289:0:4294913663:0:Não:Não:Sim:ativada:azul
301:4294844289:0:4294913663:0:Não:Não:Sim:ativada:azul
300:4294844289:0:4294913663:0:Não:Não:Sim:ativada:azul
285:4294844291:0:4294913663:0:Não:Não:Sim:ativada:azul
284:4294844291:0:4294913663:0:Não:Não:Sim:ativada:azul
283:4294844291:0:4294913663:0:Não:Não:Sim:ativada:azul
282:4294844291:0:4294913663:0:Não:Não:Sim:ativada:azul
281:4294844291:0:4294913663:0:Não:Não:Sim:ativada:azul
280:4294844291:0:4294913663:0:Não:Não:Sim:ativada:azul
266:4294844293:0:4294913663:0:Não:Não:Sim:ativada:azul
265:4294844293:0:4294913663:0:Não:Não:Sim:ativada:azul
264:4294844293:0:4294913663:0:Não:Não:Sim:ativada:azul
263:4294844293:0:4294913663:0:Não:Não:Sim:ativada:azul
262:4294844293:0:4294913663:0:Não:Não:Sim:ativada:azul
261:4294844293:0:4294913663:0:Não:Não:Sim:ativada:azul
247:4294844294:0:4294913663:0:Não:Não:Sim:ativada:azul
246:4294844294:0:4294913663:0:Não:Não:Sim:ativada:azul
245:4294844294:0:4294913663:0:Não:Não:Sim:ativada:azul
244:4294844295:0:4294913663:0:Não:Não:Sim:ativada:azul
243:4294844295:0:4294913663:0:Não:Não:Sim:ativada:azul
242:4294844295:0:4294913663:0:Não:Não:Sim:ativada:azul
228:4294844296:0:4294913663:0:Não:Não:Sim:ativada:azul
227:4294844296:0:4294913663:0:Não:Não:Sim:ativada:azul
226:4294844296:0:4294913663:0:Não:Não:Sim:ativada:azul
225:4294844296:0:4294913663:0:Não:Não:Sim:ativada:azul
224:4294844296:0:4294913663:0:Não:Não:Sim:ativada:azul
223:4294844296:0:4294913663:0:Não:Não:Sim:ativada:azul
768:4294844296:0:4294913663:0:Não:Não:Não:ativada:Não identificada
209:4294811191:0:4294913606:0:Não:Não:Sim:ativada:azul
208:4294811191:0:4294913606:0:Não:Não:Sim:ativada:azul
207:4294811191:0:4294913606:0:Não:Não:Sim:ativada:azul
206:4294811191:0:4294913606:0:Não:Não:Sim:ativada:azul
205:4294811191:0:4294913606:0:Não:Não:Sim:ativada:azul
204:4294811191:0:4294913606:0:Não:Não:Sim:ativada:azul
3606:4294811191:0:4294913606:0:Não:Sim:Sim:ativada:Não identificada
189:4294794487:0:4294911821:0:Não:Não:Sim:ativada:azul
188:4294794487:0:4294911821:0:Não:Não:Sim:ativada:azul
187:4294794487:0:4294911821:0:Não:Não:Sim:ativada:azul
186:4294794487:0:4294911821:0:Não:Não:Sim:ativada:azul
185:4294794487:0:4294911821:0:Não:Não:Sim:ativada:azul
184:4294794487:0:4294911821:0:Não:Não:Sim:ativada:azul
171:4294794488:0:4294911821:0:Não:Não:Sim:ativada:azul
170:4294794488:0:4294911821:0:Não:Não:Sim:ativada:azul
169:4294794489:0:4294911821:0:Não:Não:Sim:ativada:azul
168:4294794489:0:4294911821:0:Não:Não:Sim:ativada:azul
167:4294794489:0:4294911821:0:Não:Não:Sim:ativada:azul
166:4294794489:0:4294911821:0:Não:Não:Sim:ativada:azul
151:4294794490:0:4294911821:0:Não:Não:Sim:ativada:azul
150:4294794490:0:4294911821:0:Não:Não:Sim:ativada:azul
149:4294794490:0:4294911821:0:Não:Não:Sim:ativada:azul
148:4294794491:0:4294911821:0:Não:Não:Sim:ativada:azul
147:4294794491:0:4294911821:0:Não:Não:Sim:ativada:azul
146:4294794491:0:4294911821:0:Não:Não:Sim:ativada:azul
7:4294794491:0:4294911821:0:Não:Não:Não:desativada:Não identificada
132:4294757560:0:4294893779:0:Não:Não:Sim:ativada:azul
131:4294757560:0:4294893779:0:Não:Não:Sim:ativada:azul
130:4294757560:0:4294893779:0:Não:Não:Sim:ativada:azul
129:4294757560:0:4294893779:0:Não:Não:Sim:ativada:azul
128:4294757560:0:4294893779:0:Não:Não:Sim:ativada:azul
127:4294757560:0:4294893779:0:Não:Não:Sim:ativada:azul
113:4294757562:0:4294893779:0:Não:Não:Sim:ativada:azul
112:4294757562:0:4294893779:0:Não:Não:Sim:ativada:azul
111:4294757562:0:4294893779:0:Não:Não:Sim:ativada:azul
110:4294757562:0:4294893779:0:Não:Não:Sim:ativada:azul
109:4294757562:0:4294893779:0:Não:Não:Sim:ativada:azul
108:4294757562:0:4294893779:0:Não:Não:Sim:ativada:azul
94:4294757564:0:4294893779:0:Não:Não:Sim:ativada:azul
93:4294757564:0:4294893780:0:Não:Não:Sim:ativada:azul
92:4294757564:0:4294893780:0:Não:Não:Sim:ativada:azul
91:4294757564:0:4294893780:0:Não:Não:Sim:ativada:azul
90:4294757564:0:4294893780:0:Não:Não:Sim:ativada:azul
89:4294757564:0:4294893780:0:Não:Não:Sim:ativada:azul
75:4294757565:0:4294893780:0:Não:Não:Sim:ativada:azul
74:4294757566:0:4294893780:0:Não:Não:Sim:ativada:azul
73:4294757566:0:4294893780:0:Não:Não:Sim:ativada:azul
72:4294757566:0:4294893780:0:Não:Não:Sim:ativada:azul
71:4294757566:0:4294893780:0:Não:Não:Sim:ativada:azul
70:4294757566:0:4294893780:0:Não:Não:Sim:ativada:azul
55:4294757567:0:4294893780:0:Não:Não:Sim:ativada:azul
54:4294757567:0:4294893780:0:Não:Não:Sim:ativada:azul
53:4294757568:0:4294893780:0:Não:Não:Sim:ativada:azul
52:4294757568:0:4294893780:0:Não:Não:Sim:ativada:azul
51:4294757568:0:4294893780:0:Não:Não:Sim:ativada:azul
50:4294757568:0:4294893780:0:Não:Não:Sim:ativada:azul
2048:4294757568:0:4294893780:0:Não:Não:Não:desativada:azul
36:4294746764:0:4294860620:0:Não:Não:Sim:ativada:azul
35:4294746764:0:4294860620:0:Não:Não:Sim:ativada:azul
34:4294746764:0:4294860620:0:Não:Não:Sim:ativada:azul
33:4294746764:0:4294860620:0:Não:Não:Sim:ativada:azul
32:4294746765:0:4294860620:0:Não:Não:Sim:ativada:azul
31:4294746765:0:4294860620:0:Não:Não:Sim:ativada:azul
17:4294746766:0:4294860620:0:Não:Não:Sim:ativada:azul
16:4294746766:0:4294860620:0:Não:Não:Sim:ativada:azul
15:4294746766:0:4294860620:0:Não:Não:Sim:ativada:azul
14:4294746766:0:4294860620:0:Não:Não:Sim:ativada:azul
13:4294746766:0:4294860620:0:Não:Não:Sim:ativada:azul
12:4294746766:0:4294860620:0:Não:Não:Sim:ativada:azul
180:4294746766:0:4294860620:0:Não:Não:Não:ativada:Não identificada
0:4294725727:0:4294858580:0:Não:Não:Sim:ativada:azul
897:4294725646:0:4294858572:0:Não:Não:Sim:ativada:azul
896:4294725646:0:4294858572:0:Não:Não:Sim:ativada:azul
895:4294725647:0:4294858572:0:Não:Não:Sim:ativada:azul
894:4294725647:0:4294858572:0:Não:Não:Sim:ativada:azul
893:4294725647:0:4294858572:0:Não:Não:Sim:ativada:azul
879:4294725649:0:4294858573:0:Não:Não:Sim:ativada:azul
878:4294725649:0:4294858573:0:Não:Não:Sim:ativada:azul
877:4294725649:0:4294858573:0:Não:Não:Sim:ativada:azul
876:4294725649:0:4294858573:0:Não:Não:Sim:ativada:azul
875:4294725649:0:4294858573:0:Não:Não:Sim:ativada:azul
874:4294725649:0:4294858573:0:Não:Não:Sim:ativada:azul
860:4294725650:0:4294858573:0:Não:Não:Sim:ativada:azul
859:4294725650:0:4294858573:0:Não:Não:Sim:ativada:azul
858:4294725650:0:4294858573:0:Não:Não:Sim:ativada:azul
857:4294725651:0:4294858573:0:Não:Não:Sim:ativada:azul
856:4294725651:0:4294858573:0:Não:Não:Sim:ativada:azul
855:4294725651:0:4294858573:0:Não:Não:Sim:ativada:azul
841:4294725652:0:4294858573:0:Não:Não:Sim:ativada:azul
840:4294725652:0:4294858573:0:Não:Não:Sim:ativada:azul
839:4294725652:0:4294858573:0:Não:Não:Sim:ativada:azul
838:4294725652:0:4294858573:0:Não:Não:Sim:ativada:azul
837:4294725652:0:4294858573:0:Não:Não:Sim:ativada:azul
836:4294725653:0:4294858573:0:Não:Não:Sim:ativada:azul
835:4294725653:0:4294858573:0:Não:Não:Sim:ativada:azul
822:4294725654:0:4294858573:0:Não:Não:Sim:ativada:azul
821:4294725654:0:4294858573:0:Não:Não:Sim:ativada:azul
820:4294725654:0:4294858573:0:Não:Não:Sim:ativada:azul
819:4294725654:0:4294858573:0:Não:Não:Sim:ativada:azul
818:4294725654:0:4294858573:0:Não:Não:Sim:ativada:azul
817:4294725654:0:4294858573:0:Não:Não:Sim:ativada:azul
802:4294725656:0:4294858573:0:Não:Não:Sim:ativada:azul
801:4294725656:0:4294858573:0:Não:Não:Sim:ativada:azul
800:4294725656:0:4294858573:0:Não:Não:Sim:ativada:azul
799:4294725656:0:4294858573:0:Não:Não:Sim:ativada:azul
798:4294725656:0:4294858573:0:Não:Não:Sim:ativada:azul
797:4294725656:0:4294858573:0:Não:Não:Sim:ativada:azul
783:4294725657:0:4294858573:0:Não:Não:Sim:ativada:azul
782:4294725658:0:4294858573:0:Não:Não:Sim:ativada:azul
781:4294725658:0:4294858573:0:Não:Não:Sim:ativada:azul
780:4294725658:0:4294858574:0:Não:Não:Sim:ativada:azul
779:4294725658:0:4294858574:0:Não:Não:Sim:ativada:azul
778:4294725658:0:4294858574:0:Não:Não:Sim:ativada:azul
764:4294725659:0:4294858574:0:Não:Não:Sim:ativada:azul
763:4294725659:0:4294858574:0:Não:Não:Sim:ativada:azul
762:4294725659:0:4294858574:0:Não:Não:Sim:ativada:azul
761:4294725660:0:4294858574:0:Não:Não:Sim:ativada:azul
760:4294725660:0:4294858574:0:Não:Não:Sim:ativada:azul
759:4294725660:0:4294858574:0:Não:Não:Sim:ativada:azul
2:4294725660:0:4294858574:0:Não:Não:Não:desativada:azul
745:4294688061:0:4294854607:0:Não:Não:Sim:ativada:azul
744:4294688061:0:4294854607:0:Não:Não:Sim:ativada:azul
743:4294688061:0:4294854607:0:Não:Não:Sim:ativada:azul
742:4294688061:0:4294854607:0:Não:Não:Sim:ativada:azul
741:4294688061:0:4294854607:0:Não:Não:Sim:ativada:azul
740:4294688062:0:4294854607:0:Não:Não:Sim:ativada:azul
726:4294688063:0:4294854607:0:Não:Não:Sim:ativada:azul
725:4294688063:0:4294854607:0:Não:Não:Sim:ativada:azul
724:4294688063:0:4294854607:0:Não:Não:Sim:ativada:azul
723:4294688063:0:4294854607:0:Não:Não:Sim:ativada:azul
722:4294688063:0:4294854607:0:Não:Não:Sim:ativada:azul
721:4294688063:0:4294854607:0:Não:Não:Sim:ativada:azul
1081:4294688063:4976:4294854607:510:Sim:Não:Não:ativada:Não identificada
707:4294683089:4976:4294854097:510:Não:Não:Sim:ativada:azul
706:4294683089:4976:4294854097:510:Não:Não:Sim:ativada:azul
705:4294683089:4976:4294854097:510:Não:Não:Sim:ativada:azul
704:4294683089:4976:4294854097:510:Não:Não:Sim:ativada:azul
703:4294683089:4976:4294854097:510:Não:Não:Sim:ativada:azul
702:4294683089:4976:4294854097:510:Não:Não:Sim:ativada:azul
688:4294683090:4976:4294854097:510:Não:Não:Sim:ativada:azul
687:4294683091:4976:4294854097:510:Não:Não:Sim:ativada:azul
686:4294683091:4976:4294854097:510:Não:Não:Sim:ativada:azul
685:4294683091:4976:4294854097:510:Não:Não:Sim:ativada:azul
684:4294683091:4976:4294854097:510:Não:Não:Sim:ativada:azul
683:4294683091:4976:4294854097:510:Não:Não:Sim:ativada:azul
2304:4294683091:4976:4294854097:510:Sim:Não:Sim:ativada:Não identificada
669:4294649943:4976:4294854078:510:Não:Não:Sim:ativada:azul
668:4294649943:4976:4294854078:510:Não:Não:Sim:ativada:azul
667:4294649943:4976:4294854078:510:Não:Não:Sim:ativada:azul
666:4294649944:4976:4294854078:510:Não:Não:Sim:ativada:azul
665:4294649944:4976:4294854078:510:Não:Não:Sim:ativada:azul
664:4294649944:4976:4294854078:510:Não:Não:Sim:ativada:azul
649:4294649945:4976:4294854078:510:Não:Não:Sim:ativada:azul
648:4294649945:4976:4294854078:510:Não:Não:Sim:ativada:azul
647:4294649945:4976:4294854078:510:Não:Não:Sim:ativada:azul
646:4294649945:4976:4294854078:510:Não:Não:Sim:ativada:azul
645:4294649946:4976:4294854078:510:Não:Não:Sim:ativada:azul
644:4294649946:4976:4294854078:510:Não:Não:Sim:ativada:azul
630:4294649947:4976:4294854078:510:Não:Não:Sim:ativada:azul
629:4294649947:4976:4294854078:510:Não:Não:Sim:ativada:azul
628:4294649947:4976:4294854078:510:Não:Não:Sim:ativada:azul
627:4294649947:4976:4294854078:510:Não:Não:Sim:ativada:azul
626:4294649947:4976:4294854078:510:Não:Não:Sim:ativada:azul
625:4294649947:4976:4294854078:510:Não:Não:Sim:ativada:azul
611:4294649949:4976:4294854078:510:Não:Não:Sim:ativada:azul
610:4294649949:4976:4294854078:510:Não:Não:Sim:ativada:azul
609:4294649949:4976:4294854078:510:Não:Não:Sim:ativada:azul
608:4294649949:4976:4294854078:510:Não:Não:Sim:ativada:azul
607:4294649949:4976:4294854078:510:Não:Não:Sim:ativada:azul
606:4294649949:4976:4294854078:510:Não:Não:Sim:ativada:azul
591:4294649951:4976:4294854078:510:Não:Não:Sim:ativada:azul
590:4294649951:4976:4294854078:510:Não:Não:Sim:ativada:azul
589:4294649951:4976:4294854078:510:Não:Não:Sim:ativada:azul
588:4294649951:4976:4294854078:510:Não:Não:Sim:ativada:azul
587:4294649951:4976:4294854078:510:Não:Não:Sim:ativada:azul
768:4294649951:4976:4294854078:510:Não:Não:Não:desativada:azul
573:4294632394:4976:4294820911:510:Não:Não:Sim:ativada:azul
572:4294632394:4976:4294820911:510:Não:Não:Sim:ativada:azul
571:4294632394:4976:4294820911:510:Não:Não:Sim:ativada:azul
570:4294632394:4976:4294820911:510:Não:Não:Sim:ativada:azul
569:4294632395:4976:4294820911:510:Não:Não:Sim:ativada:azul
568:4294632395:4976:4294820911:510:Não:Não:Sim:ativada:azul
1792:4294632395:4976:4294820911:510:Sim:Sim:Não:desativada:Não identificada
555:4294599258:4976:4294820882:510:Não:Não:Sim:ativada:azul
554:4294599258:4976:4294820882:510:Não:Não:Sim:ativada:azul
553:4294599258:4976:4294820882:510:Não:Não:Sim:ativada:azul
552:4294599258:4976:4294820882:510:Não:Não:Sim:ativada:azul
551:4294599258:4976:4294820882:510:Não:Não:Sim:ativada:azul
550:4294599258:4976:4294820882:510:Não:Não:Sim:ativada:azul
536:4294599260:4976:4294820882:510:Não:Não:Sim:ativada:azul
535:4294599260:4976:4294820882:510:Não:Não:Sim:ativada:azul
534:4294599260:4976:4294820882:510:Não:Não:Sim:ativada:azul
533:4294599260:4976:4294820882:510:Não:Não:Sim:ativada:azul
532:4294599260:4976:4294820882:510:Não:Não:Sim:ativada:azul
531:4294599260:4976:4294820882:510:Não:Não:Sim:ativada:azul
517:4294599261:4976:4294820882:510:Não:Não:Sim:ativada:azul
516:4294599261:4976:4294820882:510:Não:Não:Sim:ativada:azul
515:4294599261:4976:4294820882:510:Não:Não:Sim:ativada:azul
514:4294599262:4976:4294820882:510:Não:Não:Sim:ativada:azul
513:4294599262:4976:4294820882:510:Não:Não:Sim:ativada:azul
512:4294599262:4976:4294820882:510:Não:Não:Sim:ativada:azul
498:4294599263:4976:4294820882:510:Não:Não:Sim:ativada:azul
497:4294599263:4976:4294820882:510:Não:Não:Sim:ativada:azul
496:4294599263:4976:4294820882:510:Não:Não:Sim:ativada:azul
495:4294599263:4976:4294820882:510:Não:Não:Sim:ativada:azul
494:4294599263:4976:4294820882:510:Não:Não:Sim:ativada:azul
479:4294599265:4976:4294820882:510:Não:Não:Sim:ativada:azul
478:4294599265:4976:4294820882:510:Não:Não:Sim:ativada:azul
477:4294599265:4976:4294820882:510:Não:Não:Sim:ativada:azul
476:4294599265:4976:4294820882:510:Não:Não:Sim:ativada:azul
475:4294599265:4976:4294820882:510:Não:Não:Sim:ativada:azul
474:4294599265:4976:4294820882:510:Não:Não:Sim:ativada:azul
3597:4294609850:4976:4294822158:510:Sim:Não:Não:ativada:Não identificada
461:4294599266:4976:4294820883:510:Não:Não:Sim:ativada:azul
460:4294599266:4976:4294820883:510:Não:Não:Sim:ativada:azul
459:4294599266:4976:4294820883:510:Não:Não:Sim:ativada:azul
458:4294599267:4976:4294820883:510:Não:Não:Sim:ativada:azul
457:4294599267:4976:4294820883:510:Não:Não:Sim:ativada:azul
456:4294599267:4976:4294820883:510:Não:Não:Sim:ativada:azul
442:4294599268:4976:4294820883:510:Não:Não:Sim:ativada:azul
441:4294599268:4976:4294820883:510:Não:Não:Sim:ativada:azul
440:4294599268:4976:4294820883:510:Não:Não:Sim:ativada:azul
439:4294599268:4976:4294820883:510:Não:Não:Sim:ativada:azul
438:4294599268:4976:4294820883:510:Não:Não:Sim:ativada:azul
437:4294599268:4976:4294820883:510:Não:Não:Sim:ativada:azul
423:4294599270:4976:4294820883:510:Não:Não:Sim:ativada:azul
422:4294599270:4976:4294820883:510:Não:Não:Sim:ativada:azul
421:4294599270:4976:4294820883:510:Não:Não:Sim:ativada:azul
420:4294599270:4976:4294820883:510:Não:Não:Sim:ativada:azul
419:4294599270:4976:4294820883:510:Não:Não:Sim:ativada:azul
418:4294599270:4976:4294820883:510:Não:Não:Sim:ativada:azul
405:4294599271:4976:4294820883:510:Não:Não:Sim:ativada:azul
404:4294599272:4976:4294820883:510:Não:Não:Sim:ativada:azul
403:4294599272:4976:4294820883:510:Não:Não:Sim:ativada:azul
402:4294599272:4976:4294820883:510:Não:Não:Sim:ativada:azul
401:4294599272:4976:4294820883:510:Não:Não:Sim:ativada:azul
400:4294599272:4976:4294820883:510:Não:Não:Sim:ativada:azul
386:4294599273:4976:4294820883:510:Não:Não:Sim:ativada:azul
385:4294599273:4976:4294820883:510:Não:Não:Sim:ativada:azul
384:4294599273:4976:4294820883:510:Não:Não:Sim:ativada:azul
383:4294599273:4976:4294820883:510:Não:Não:Sim:ativada:azul
382:4294599274:4976:4294820883:510:Não:Não:Sim:ativada:azul
381:4294599274:4976:4294820883:510:Não:Não:Sim:ativada:azul
367:4294599275:4976:4294820883:510:Não:Não:Sim:ativada:azul
366:4294599275:4976:4294820883:510:Não:Não:Sim:ativada:azul
365:4294599275:4976:4294820883:510:Não:Não:Sim:ativada:azul
364:4294599275:4976:4294820883:510:Não:Não:Sim:ativada:azul
363:4294599275:4976:4294820883:510:Não:Não:Sim:ativada:azul
362:4294599275:4976:4294820883:510:Não:Não:Sim:ativada:azul
349:4294599277:4976:4294820884:510:Não:Não:Sim:ativada:azul
348:4294599277:4976:4294820884:510:Não:Não:Sim:ativada:azul
347:4294599277:4976:4294820884:510:Não:Não:Sim:ativada:azul
346:4294599277:4976:4294820884:510:Não:Não:Sim:ativada:azul
345:4294599277:4976:4294820884:510:Não:Não:Sim:ativada:azul
344:4294599277:4976:4294820884:510:Não:Não:Sim:ativada:azul
330:4294599278:4976:4294820884:510:Não:Não:Sim:ativada:azul
329:4294599278:4976:4294820884:510:Não:Não:Sim:ativada:azul
328:4294599278:4976:4294820884:510:Não:Não:Sim:ativada:azul
327:4294599279:4976:4294820884:510:Não:Não:Sim:ativada:azul
326:4294599279:4976:4294820884:510:Não:Não:Sim:ativada:azul
325:4294599279:4976:4294820884:510:Não:Não:Sim:ativada:azul
6:4294599279:42102:4294820884:14713:Não:Não:Não:ativada:Não identificada
311:4294562154:42102:4294806681:14713:Não:Não:Sim:ativada:azul
310:4294562154:42102:4294806681:14713:Não:Não:Sim:ativada:azul
309:4294562154:42102:4294806681:14713:Não:Não:Sim:ativada:azul
308:4294562154:42102:4294806681:14713:Não:Não:Sim:ativada:azul
307:4294562154:42102:4294806681:14713:Não:Não:Sim:ativada:azul
306:4294562154:42102:4294806681:14713:Não:Não:Sim:ativada:azul
1782:4294576820:42102:4294808211:14713:Não:Sim:Não:ativada:Não identificada
293:4294562156:42102:4294806681:14713:Não:Não:Sim:ativada:azul
292:4294562156:42102:4294806681:14713:Não:Não:Sim:ativada:azul
291:4294562156:42102:4294806681:14713:Não:Não:Sim:ativada:azul
290:4294562156:42102:4294806681:14713:Não:Não:Sim:ativada:azul
289:4294562156:42102:4294806681:14713:Não:Não:Sim:ativada:azul
288:4294562156:42102:4294806681:14713:Não:Não:Sim:ativada:azul
274:4294562157:42102:4294806681:14713:Não:Não:Sim:ativada:azul
273:4294562157:42102:4294806681:14713:Não:Não:Sim:ativada:azul
